alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,39077663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077663&format=geojson,0.08119,,60.0,",ci39077663,",1.07,ml,,ci,14.0,"16km ESE of Little Lake, CA",0.06,18,",ci,",reviewed,1582162357250,"M 1.1 - 16km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582210495032,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077663
,,39077655,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077655&format=geojson,0.08231,,87.0,",ci39077655,",0.2,ml,,ci,7.0,"22km ESE of Little Lake, CA",0.16,1,",ci,",automatic,1582162320140,"M 0.2 - 22km ESE of Little Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582162538102,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077655
,,73343540,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343540&format=geojson,0.03508,,88.0,",nc73343540,",0.4,md,,nc,17.0,"23km NW of Parkfield, CA",0.05,2,",nc,",reviewed,1582162108460,"M 0.4 - 23km NW of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582165741998,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343540
,,73343535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343535&format=geojson,0.01342,,89.0,",nc73343535,",0.56,md,,nc,7.0,"1km NNW of The Geysers, CA",0.01,5,",nc,",automatic,1582161827770,"M 0.6 - 1km NNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582163583763,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343535
,,0202cd40ge,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202cd40ge&format=geojson,,,,",ak0202cd40ge,",1.9,ml,,ak,,"88km NW of Talkeetna, Alaska",0.45,56,",ak,",reviewed,1582161490274,"M 1.9 - 88km NW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583294556707,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202cd40ge
,,62137501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av62137501&format=geojson,0.04452,,156.0,",av62137501,",0.88,ml,,av,4.0,"2km W of Semisopochnoi Island, Alaska",0.33,12,",av,",reviewed,1582161294350,"M 0.9 - 2km W of Semisopochnoi Island, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582322155360,https://earthquake.usgs.gov/earthquakes/eventpage/av62137501
,,73343530,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343530&format=geojson,0.03407,,96.0,",nc73343530,",0.94,md,,nc,23.0,"6km NE of Parkfield, CA",0.17,14,",nc,",reviewed,1582160966920,"M 0.9 - 6km NE of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582519505874,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343530
,,0202cd239z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202cd239z&format=geojson,,,,",ak0202cd239z,",2.0,ml,,ak,,"26km NE of Yakutat, Alaska",0.79,62,",ak,",reviewed,1582160949723,"M 2.0 - 26km NE of Yakutat, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583294556007,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202cd239z
,,0202cd1o91,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202cd1o91&format=geojson,,,,",ak0202cd1o91,",1.2,ml,,ak,,"38km N of Anchor Point, Alaska",0.31,22,",ak,",reviewed,1582160839724,"M 1.2 - 38km N of Anchor Point, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583294555241,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202cd1o91
,,73343525,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343525&format=geojson,0.01811,,180.0,",nc73343525,",0.82,md,,nc,17.0,"5km SSW of Mammoth Lakes, CA",0.06,10,",nc,",reviewed,1582160679450,"M 0.8 - 5km SSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582247522505,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343525
,,0202cd0zsu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202cd0zsu&format=geojson,,,,",ak0202cd0zsu,",2.8,ml,,ak,,"78km W of Middleton Island, Alaska",0.78,121,",ak,",reviewed,1582160642605,"M 2.8 - 78km W of Middleton Island, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1583294554283,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202cd0zsu
,,39077639,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077639&format=geojson,0.06811,,87.0,",ci39077639,",0.89,ml,,ci,14.0,"17km ESE of Julian, CA",0.14,12,",ci,",automatic,1582160543560,"M 0.9 - 17km ESE of Julian, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582160768931,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077639
,,73343520,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343520&format=geojson,0.01728,,178.0,",nc73343520,",0.49,md,,nc,16.0,"5km SSW of Mammoth Lakes, CA",0.05,4,",nc,",reviewed,1582160273260,"M 0.5 - 5km SSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582243864142,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343520
,,70871479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871479&format=geojson,0.1705,,175.0,",av70871479,",-0.09,ml,,av,5.0,"97km NNW of Nikiski, Alaska",0.15,0,",av,",reviewed,1582160061410,"M -0.1 - 97km NNW of Nikiski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582240985560,https://earthquake.usgs.gov/earthquakes/eventpage/av70871479
,,2020dnkw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2020dnkw&format=geojson,0.1016800469,,35.0,",ok2020dnkw,",2.04,ml,,ok,74.0,"16km NW of Lindsay, Oklahoma",0.32,64,",ok,",reviewed,1582159922200,"M 2.0 - 16km NW of Lindsay, Oklahoma",0,earthquake,",geoserve,origin,phase-data,",-360,1582209144086,https://earthquake.usgs.gov/earthquakes/eventpage/ok2020dnkw
,,70007tc3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007tc3&format=geojson,1.379,,139.0,",us70007tc3,",4.6,mb,,us,,"150km E of Chichi-shima, Japan",0.5,326,",us,",reviewed,1582159691015,"M 4.6 - 150km E of Chichi-shima, Japan",0,earthquake,",geoserve,origin,phase-data,",600,1582173956040,https://earthquake.usgs.gov/earthquakes/eventpage/us70007tc3
,,00717471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717471&format=geojson,0.097,,180.04,",nn00717471,",0.3,ml,,nn,5.0,"56km SSW of Goldfield, Nevada",0.1517,1,",nn,",reviewed,1582159097502,"M 0.3 - 56km SSW of Goldfield, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1582219591355,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717471
,,73343510,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343510&format=geojson,0.005753,,43.0,",nc73343510,",1.09,md,,nc,35.0,"7km NW of The Geysers, CA",0.03,18,",nc,",reviewed,1582159055630,"M 1.1 - 7km NW of The Geysers, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582516503740,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343510
,2.2,70007tbw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007tbw&format=geojson,0.818,2.0,179.0,",us70007tbw,",3.0,ml,,us,,"20km ESE of Palaiochora, Greece",1.2,139,",us,",reviewed,1582158750399,"M 3.0 - 20km ESE of Palaiochora, Greece",0,earthquake,",dyfi,geoserve,origin,phase-data,",120,1582161862832,https://earthquake.usgs.gov/earthquakes/eventpage/us70007tbw
,,39077615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077615&format=geojson,0.1109,,91.0,",ci39077615,",1.54,ml,,ci,22.0,"5km NNW of Boron, CA",0.26,36,",ci,",automatic,1582158662350,"M 1.5 Quarry Blast - 5km NNW of Boron, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582158904734,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077615
,,73343505,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343505&format=geojson,0.01722,,192.0,",nc73343505,",0.32,md,,nc,10.0,"5km SSW of Mammoth Lakes, CA",0.03,2,",nc,",reviewed,1582158617960,"M 0.3 - 5km SSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582165623988,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343505
,,71391047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71391047&format=geojson,0.09106,,161.0,",hv71391047,",2.33,md,,hv,38.0,"5km S of Pahala, Hawaii",0.15,84,",hv,",automatic,1582158402160,"M 2.3 - 5km S of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582158598340,https://earthquake.usgs.gov/earthquakes/eventpage/hv71391047
,,39077607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077607&format=geojson,0.01879,,40.0,",ci39077607,",1.09,ml,,ci,37.0,"3km SE of Lake Henshaw, CA",0.18,18,",ci,",automatic,1582158259680,"M 1.1 - 3km SE of Lake Henshaw, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582158939000,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077607
,,71391042,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71391042&format=geojson,0.03033,,121.0,",hv71391042,",1.8,md,,hv,18.0,"2km S of Pahala, Hawaii",0.19,50,",hv,",automatic,1582158010860,"M 1.8 - 2km S of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582158208270,https://earthquake.usgs.gov/earthquakes/eventpage/hv71391042
,,73343495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343495&format=geojson,0.02256,,90.0,",nc73343495,",1.35,md,,nc,23.0,"16km NW of Parkfield, CA",0.04,28,",nc,",reviewed,1582157818070,"M 1.4 - 16km NW of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582526762632,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343495
,,73343500,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343500&format=geojson,0.01643,,190.0,",nc73343500,",0.32,md,,nc,8.0,"5km SSW of Mammoth Lakes, CA",0.03,2,",nc,",reviewed,1582157755090,"M 0.3 - 5km SSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582166104036,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343500
,,73343490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343490&format=geojson,0.05617,,162.0,",nc73343490,",1.47,md,,nc,15.0,"17km SSE of Tres Pinos, CA",0.08,33,",nc,",reviewed,1582157532410,"M 1.5 - 17km SSE of Tres Pinos, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582166824151,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343490
,,71391032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71391032&format=geojson,0.02726,,139.0,",hv71391032,",2.14,md,,hv,35.0,"6km ENE of Pahala, Hawaii",0.13,70,",hv,",automatic,1582157493340,"M 2.1 - 6km ENE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1583292768420,https://earthquake.usgs.gov/earthquakes/eventpage/hv71391032
,,0202ccgv2e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202ccgv2e&format=geojson,,,,",ak0202ccgv2e,",1.3,ml,,ak,,"39km SW of Cantwell, Alaska",0.51,26,",ak,",reviewed,1582157408529,"M 1.3 - 39km SW of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1583294553504,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202ccgv2e
,,73343485,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343485&format=geojson,0.01805,,178.0,",nc73343485,",1.02,md,,nc,19.0,"5km SSW of Mammoth Lakes, CA",0.08,16,",nc,",reviewed,1582157330360,"M 1.0 - 5km SSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582226763391,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343485
,,0202ccflbm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202ccflbm&format=geojson,,,,",ak0202ccflbm,",1.2,ml,,ak,,"19km NNE of Badger, Alaska",0.45,22,",ak,",reviewed,1582157056270,"M 1.2 Explosion - 19km NNE of Badger, Alaska",0,explosion,",geoserve,origin,phase-data,",-540,1583294552781,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202ccflbm
,,73343480,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343480&format=geojson,0.01336,,79.0,",nc73343480,",0.26,md,,nc,14.0,"2km NW of The Geysers, CA",0.02,1,",nc,",reviewed,1582156558770,"M 0.3 - 2km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582519022824,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343480
,,00717448,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717448&format=geojson,0.295,,145.62,",nn00717448,",1.1,ml,,nn,5.0,"48km ESE of Hawthorne, Nevada",0.1587,19,",nn,",reviewed,1582156500347,"M 1.1 - 48km ESE of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480,1582164514816,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717448
,,71391002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71391002&format=geojson,0.05308,,96.0,",hv71391002,",1.95,ml,,hv,39.0,"12km SSE of Volcano, Hawaii",0.16,58,",hv,",automatic,1582155979110,"M 2.0 - 12km SSE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582156314340,https://earthquake.usgs.gov/earthquakes/eventpage/hv71391002
,,0202b2tsrh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b2tsrh&format=geojson,,,,",ak0202b2tsrh,",1.6,ml,,ak,,"55km NE of Sutton-Alpine, Alaska",0.84,39,",ak,",automatic,1582155861370,"M 1.6 - 55km NE of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,",-540,1582156210138,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b2tsrh
,,39077575,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077575&format=geojson,0.0347,,72.0,",ci39077575,",0.25,ml,,ci,23.0,"13km WNW of Anza, CA",0.1,1,",ci,",reviewed,1582154309330,"M 0.3 - 13km WNW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582212504092,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077575
,2.7,70007tam,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70007tam&format=geojson,3.515,40.0,54.0,",us70007tam,",4.4,mb,,us,,"50km S of Bodden Town, Cayman Islands",1.15,309,",us,",reviewed,1582154213090,"M 4.4 - 50km S of Bodden Town, Cayman Islands",0,earthquake,",dyfi,geoserve,origin,phase-data,",-300,1582225895320,https://earthquake.usgs.gov/earthquakes/eventpage/us70007tam
,,80382494,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80382494&format=geojson,0.981,,107.0,",mb80382494,",1.42,ml,,mb,7.0,"6km NNW of Challis, Idaho",0.17,31,",mb,",reviewed,1582154064880,"M 1.4 - 6km NNW of Challis, Idaho",0,earthquake,",geoserve,origin,phase-data,",-420,1582217306740,https://earthquake.usgs.gov/earthquakes/eventpage/mb80382494
,,70871474,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871474&format=geojson,0.02874,,207.0,",av70871474,",0.25,ml,,av,4.0,"43km ENE of Adak, Alaska",0.08,1,",av,",reviewed,1582154007100,"M 0.3 - 43km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600,1582229294860,https://earthquake.usgs.gov/earthquakes/eventpage/av70871474
,,0202b2masp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b2masp&format=geojson,,,,",ak0202b2masp,us70007tai,",2.3,ml,,ak,,"69km SSW of Kaktovik, Alaska",0.37,81,",ak,us,",reviewed,1582153761475,"M 2.3 - 69km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582692263040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b2masp
,,73343450,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343450&format=geojson,0.01433,,98.0,",nc73343450,",-0.02,md,,nc,14.0,"13km NW of Parkfield, CA",0.04,0,",nc,",reviewed,1582153427550,"M -0.0 - 13km NW of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582515447626,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343450
,,70871469,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70871469&format=geojson,0.01896,,155.0,",av70871469,",-0.69,ml,,av,4.0,"107km NNW of Larsen Bay, Alaska",0.08,0,",av,",reviewed,1582153341860,"M -0.7 - 107km NNW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582229051890,https://earthquake.usgs.gov/earthquakes/eventpage/av70871469
,,73343440,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343440&format=geojson,0.02307,,193.0,",nc73343440,",0.66,md,,nc,9.0,"3km SE of The Geysers, CA",0.02,7,",nc,",automatic,1582153137490,"M 0.7 - 3km SE of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582156322954,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343440
,,60360782,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360782&format=geojson,0.1255,,164.0,",uu60360782,",1.58,md,,uu,10.0,"9km NW of Helper, Utah",0.17,38,",uu,",reviewed,1582153044120,"M 1.6 - 9km NW of Helper, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582222614500,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360782
,,73343435,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343435&format=geojson,0.003977,,100.0,",nc73343435,",1.07,md,,nc,37.0,"3km SW of Anderson Springs, CA",0.05,18,",nc,",reviewed,1582152873390,"M 1.1 - 3km SW of Anderson Springs, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582158182154,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343435
,,0202b2acs6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b2acs6&format=geojson,,,,",ak0202b2acs6,",1.7,ml,,ak,,"3km SE of Big Lake, Alaska",0.53,44,",ak,",automatic,1582152829669,"M 1.7 - 3km SE of Big Lake, Alaska",0,earthquake,",geoserve,origin,",-540,1582153074212,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b2acs6
,,39077543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077543&format=geojson,0.0703,,104.0,",ci39077543,",1.68,ml,,ci,23.0,"8km E of Ridgecrest, CA",0.13,43,",ci,",automatic,1582152551620,"M 1.7 - 8km E of Ridgecrest, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582153213960,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077543
,,73343415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343415&format=geojson,0.004871,,41.0,",nc73343415,",1.0,md,,nc,22.0,"8km NW of The Geysers, CA",0.02,15,",nc,",automatic,1582152468290,"M 1.0 - 8km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582154162728,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343415
,,73343410,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343410&format=geojson,0.01819,,179.0,",nc73343410,",0.82,md,,nc,16.0,"5km SSW of Mammoth Lakes, CA",0.06,10,",nc,",reviewed,1582152445400,"M 0.8 - 5km SSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582225203234,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343410
,,73343420,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343420&format=geojson,0.01854,,180.0,",nc73343420,",0.33,md,,nc,18.0,"5km SSW of Mammoth Lakes, CA",0.06,2,",nc,",reviewed,1582152436850,"M 0.3 - 5km SSW of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582160762483,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343420
,3.1,2020dngt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2020dngt&format=geojson,0.1016800469,3.0,42.0,",ok2020dngt,us70007taa,",2.55,ml,,ok,74.0,"5km WSW of Tuttle, Oklahoma",0.3,101,",ok,us,",reviewed,1582152404609,"M 2.6 - 5km WSW of Tuttle, Oklahoma",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360,1582207478634,https://earthquake.usgs.gov/earthquakes/eventpage/ok2020dngt
,,61575452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61575452&format=geojson,,,232.0,",uw61575452,",0.64,md,,uw,6.0,"4km WSW of Erlands Point-Kitsap Lake, Washington",0.08,6,",uw,",reviewed,1582152388710,"M 0.6 - 4km WSW of Erlands Point-Kitsap Lake, Washington",0,earthquake,",geoserve,origin,phase-data,",-480,1582222116540,https://earthquake.usgs.gov/earthquakes/eventpage/uw61575452
,,2020050032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2020050032&format=geojson,0.0518,,186.0,",pr2020050032,",2.43,md,,pr,7.0,"1km SW of Indios, Puerto Rico",0.07,91,",pr,",reviewed,1582152156120,"M 2.4 - 1km SW of Indios, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240,1582155909605,https://earthquake.usgs.gov/earthquakes/eventpage/pr2020050032
,,0202b27x8l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b27x8l&format=geojson,,,,",ak0202b27x8l,av62137491,",0.9,ml,,ak,,"108km NNW of Larsen Bay, Alaska",0.66,12,",ak,av,",automatic,1582152135017,"M 0.9 - 108km NNW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582228930360,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b27x8l
,,39077519,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077519&format=geojson,0.1187,,104.0,",ci39077519,",1.93,ml,,ci,29.0,"11km SW of Searles Valley, CA",0.15,57,",ci,",reviewed,1582151821440,"M 1.9 - 11km SW of Searles Valley, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582210570520,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077519
,,39077511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077511&format=geojson,0.03429,,62.0,",ci39077511,",0.71,ml,,ci,23.0,"13km WNW of Anza, CA",0.2,8,",ci,",automatic,1582151606200,"M 0.7 - 13km WNW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582151836916,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077511
,,0202b25yzz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0202b25yzz&format=geojson,,,,",ak0202b25yzz,",1.8,ml,,ak,,"97km NNW of Nikiski, Alaska",0.7,50,",ak,",automatic,1582151584957,"M 1.8 - 97km NNW of Nikiski, Alaska",0,earthquake,",geoserve,origin,",-540,1582151869233,https://earthquake.usgs.gov/earthquakes/eventpage/ak0202b25yzz
,,62137476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av62137476&format=geojson,0.003336,,158.0,",av62137476,",0.74,ml,,av,7.0,"94km ESE of Old Iliamna, Alaska",0.13,8,",av,",reviewed,1582151545050,"M 0.7 - 94km ESE of Old Iliamna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540,1582228506710,https://earthquake.usgs.gov/earthquakes/eventpage/av62137476
,,73343390,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73343390&format=geojson,0.038,,174.0,",nc73343390,",0.56,md,,nc,6.0,"12km ESE of Hidden Valley Lake, CA",0.03,5,",nc,",reviewed,1582150595100,"M 0.6 - 12km ESE of Hidden Valley Lake, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582159505284,https://earthquake.usgs.gov/earthquakes/eventpage/nc73343390
,,39077479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39077479&format=geojson,0.1091,,150.0,",ci39077479,",1.43,ml,,ci,17.0,"6km WSW of Progreso, B.C., MX",0.17,31,",ci,",reviewed,1582150593240,"M 1.4 - 6km WSW of Progreso, B.C., MX",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1582217837191,https://earthquake.usgs.gov/earthquakes/eventpage/ci39077479
,,60360777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60360777&format=geojson,0.02442,,215.0,",uu60360777,",-0.24,md,,uu,5.0,"17km NE of Milford, Utah",0.1,0,",uu,",reviewed,1582150518550,"M -0.2 - 17km NE of Milford, Utah",0,earthquake,",geoserve,origin,phase-data,",-420,1582152258340,https://earthquake.usgs.gov/earthquakes/eventpage/uu60360777
,,00717447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00717447&format=geojson,0.041,,111.28,",nn00717447,",-0.1,ml,,nn,4.0,"3km W of Tahoe Vista, California",0.0668,0,",nn,",reviewed,1582149158928,"M -0.1 - 3km W of Tahoe Vista, California",0,earthquake,",geoserve,origin,phase-data,",-480,1582164513562,https://earthquake.usgs.gov/earthquakes/eventpage/nn00717447
,,71390847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71390847&format=geojson,0.08093,,146.0,",hv71390847,",1.89,md,,hv,28.0,"7km E of Pahala, Hawaii",0.13,55,",hv,",automatic,1582148920400,"M 1.9 - 7km E of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582149114470,https://earthquake.usgs.gov/earthquakes/eventpage/hv71390847
,,71390837,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv71390837&format=geojson,0.02562,,150.0,",hv71390837,",1.95,md,,hv,38.0,"7km E of Pahala, Hawaii",0.13,58,",hv,",automatic,1582148810950,"M 2.0 - 7km E of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600,1582148998450,https://earthquake.usgs.gov/earthquakes/eventpage/hv71390837
